job title,agency,department,location,salary,search_keyword,extracted_salary
IT SPECIALIST (CUSTOMER SUPPORT),Army National Guard Units,Department of the Army,"Helena, Montana
                    Helena, Montana","Starting at $63,736 Per Year (GS 9-11)",Data Analyst,63736
IT SPECIALIST (CUSTOMER SUPPORT),Army National Guard Units,Department of the Army,"Helena, Montana
                    Helena, Montana","Starting at $63,736 Per Year (GS 9-11)",Data Analyst,63736
IT SPECIALIST (CUSTOMER SUPPORT),Army National Guard Units,Department of the Army,"Helena, Montana
                    Helena, Montana","Starting at $63,736 Per Year (GS 9-11)",Data Analyst,63736
LOGISTICS MANAGEMENT SPECIALIST,Air Mobility Command,Department of the Air Force,"Scott AFB, Illinois
                    Scott AFB, Illinois","Starting at $84,679 Per Year (GS 12)",Data Analyst,84679
IT SPECIALIST (NETWORK),Air National Guard Units,Department of the Air Force,"Mountain Home AFB, Idaho
                    Mountain Home AFB, Idaho","Starting at $69,996 Per Year (GS 11)",Data Analyst,69996
Program Analyst,Defense Logistics Agency,Department of Defense,"Battle Creek, Michigan
                    Battle Creek, Michigan","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Management and Program Analyst,Defense Logistics Agency,Department of Defense,"Mechanicsburg, Pennsylvania
                    Mechanicsburg, Pennsylvania","Starting at $58,142 Per Year (GS 9)",Data Analyst,58142
ISIS Analyst,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $78,592 Per Year (GS 11-12)",Data Analyst,78592
ISIS Analyst,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $78,592 Per Year (GS 11-12)",Data Analyst,78592
INTERDISCIPLINAY SCIENTIST/ENGINEER,Naval Air Systems Command,Department of the Navy,"Point Mugu, California
                    Point Mugu, California","Starting at $95,905 Per Year (DP 4)",Data Analyst,95905
Budget Analyst PD15R439/12R048 - Bureau of Health Workforce,Health Resources and Services Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $94,199 Per Year (GS 12-13)",Data Analyst,94199
Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,"Wilmington, Delaware
                    Wilmington, Delaware","Starting at $62,677 Per Year (GS 9-11)",Data Analyst,62677
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Tuscaloosa, Alabama
                    Tuscaloosa, Alabama","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Education Program Specialist (SpEd),Bureau of Indian Education,Department of the Interior,Anywhere in the U.S. (remote job),"Starting at $116,393 Per Year (GS 14)",Data Analyst,116393
Supervisory Medical Records Administrator - Chief of Health Information Management,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13)",Data Analyst,98496
Management Analyst,Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $42,870 Per Year (GS 5-7)",Data Analyst,42870
Management Analyst,Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $42,870 Per Year (GS 5-7)",Data Analyst,42870
"MEF PREVENTION ANALYST- 3RD MARINE LOGISTICS GROUP, NF-04/RFT, CAMP KINSER, OKINAWA, JAPAN",U.S. Marine Corps,Department of the Navy,"Camp Foster, Japan
                    Camp Foster, Japan",Starting at $35.03 Per Hour (NF 04),Data Analyst,67200
Management  Analyst,Defense Contract Management Agency,Department of Defense,Multiple Locations,"Starting at $46,696 Per Year (GS 7-11)",Data Analyst,46696
INTERDISCIPLINARY,U.S. Army Corps of Engineers,Department of the Army,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $71,402 Per Year (GS 11-12)",Data Analyst,71402
IT Specialist (Data Management),National Institute of Standards and Technology,Department of Commerce,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (ZP 4)",Data Analyst,98496
Operations Research Analyst,Air Force Materiel Command,Department of the Air Force,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Data Analyst,46696
IT Cybersecurity Specialist (INFOSEC) (Cybersecurity Analyst),Office of Inspector General,Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Data Analyst,112015
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $98,496 Per Year (GS 12-13)",Data Analyst,98496
IT SPECIALIST (NETWORK) (TITLE 32),Army National Guard Units,Department of the Army,"Springfield, Illinois
                    Springfield, Illinois","Starting at $69,996 Per Year (GS 11)",Data Analyst,69996
Operations Research Analyst,Office of the Chief of Staff of the Army,Department of the Army,"Arlington County, Virginia
                    Arlington County, Virginia","Starting at $132,368 Per Year (GS 14)",Data Analyst,132368
Internal Revenue Agent - Examiner (Exam Research Analyst) 12 Month Roster AMENDED,Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $98,496 Per Year (GS 13)",Data Analyst,98496
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Jamaica Plain, Massachusetts
                    Jamaica Plain, Massachusetts","Starting at $64,251 Per Year (GS 9)",Data Analyst,64251
INFORMATION TECHNOLOGY SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Jefferson Barracks, Missouri
                    Jefferson Barracks, Missouri","Starting at $70,649 Per Year (GS 11)",Data Analyst,70649
INFORMATION TECHNOLOGY SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Jefferson Barracks, Missouri
                    Jefferson Barracks, Missouri","Starting at $70,649 Per Year (GS 11)",Data Analyst,70649
Management Analyst PD15R586/15R587 - HRSA GLOBAL,Health Resources and Services Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $94,199 Per Year (GS 12-13)",Data Analyst,94199
Investigative Analyst,"Justice, Office of the Inspector General",Department of Justice,"Glendale, California
                    Glendale, California","Starting at $95,905 Per Year (GS 12-13)",Data Analyst,95905
Investigative Analyst,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Department of Justice,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Data Analyst,46696
Management Analyst,Veterans Benefits Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $71,099 Per Year (GS 12)",Data Analyst,71099
PROGRAM ANALYST (Title 32),Army National Guard Units,Department of the Army,"Bluffdale, Utah
                    Bluffdale, Utah","Starting at $57,118 Per Year (GS 9)",Data Analyst,57118
Management Analyst,National Archives and Records Administration,Other Agencies and Independent Organizations,"Spanish Lake, Missouri
                    Spanish Lake, Missouri","Starting at $58,392 Per Year (GS 9-11)",Data Analyst,58392
Public Health Analyst,Centers for Disease Control and Prevention,Department of Health and Human Services,Anywhere in the U.S. (remote job),"Starting at $69,107 Per Year (GS 11-12)",Data Analyst,69107
Contract Administration Analyst,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $74,137 Per Year (GS 11-12)",Data Analyst,74137
Program Analyst,U.S. Army Aviation and Missile Command,Department of the Army,"Redstone Arsenal, Alabama
                    Redstone Arsenal, Alabama","Starting at $71,752 Per Year (GS 11)",Data Analyst,71752
Compliance Policy Analyst,Department of Homeland Security - Agency Wide,Department of Homeland Security,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Data Analyst,112015
Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Memphis, Tennessee
                    Memphis, Tennessee","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
Education Specialist (School Improvement),Bureau of Indian Education,Department of the Interior,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12-13)",Data Analyst,82830
Education Specialist (School Improvement),Bureau of Indian Education,Department of the Interior,Anywhere in the U.S. (remote job),"Starting at $82,830 Per Year (GS 12-13)",Data Analyst,82830
Research Analyst - Interdisciplinary,"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $98,458 Per Year (OR 51)",Data Analyst,98458
Program Analyst,Transportation Security Administration,Department of Homeland Security,"Springfield, Virginia
                    Springfield, Virginia","Starting at $78,592 Per Year (SV G-I)",Data Analyst,78592
Financial Analyst,Administrative Office of the U.S. Courts,Judicial Branch,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $78,592 Per Year (AD 00)",Data Analyst,78592
PROGRAM ANALYST,Army National Guard Units,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $62,903 Per Year (GS 9)",Data Analyst,62903
Technical Targeting Analyst,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $64,957 Per Year (GS 9-14)",Data Analyst,64957
Budget Analyst - Direct Hire,Federal Highway Administration,Department of Transportation,Multiple Locations,"Starting at $69,107 Per Year (GS 11-14)",Data Analyst,69107
"Management and Program Analyst, GS-0343-9/11",U.S. Coast Guard,Department of Homeland Security,"Honolulu, Hawaii
                    Honolulu, Hawaii","Starting at $59,407 Per Year (GS 09-11)",Data Analyst,59407
Health System Specialist (Credentialing & Privileging),Veterans Health Administration,Department of Veterans Affairs,"Prescott, Arizona
                    Prescott, Arizona","Starting at $46,696 Per Year (GS 7)",Data Analyst,46696
Health System Specialist (Credentialing & Privileging),Veterans Health Administration,Department of Veterans Affairs,"Loma Linda, California
                    Loma Linda, California","Starting at $66,134 Per Year (GS 9)",Data Analyst,66134
Procurement Analyst,Western Area Power Administration,Department of Energy,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Data Analyst,98496
MANAGEMENT ANALYST (TITLE 32),Army National Guard Units,Department of the Army,"Raleigh, North Carolina
                    Raleigh, North Carolina","Starting at $59,505 Per Year (GS 9)",Data Analyst,59505
Budget Technician,Veterans Health Administration,Department of Veterans Affairs,"Baltimore, Maryland
                    Baltimore, Maryland","Starting at $53,105 Per Year (GS 7)",Data Analyst,53105
IT SPECIALIST (CUSTSPT),Air National Guard Units,Department of the Air Force,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $62,105 Per Year (GS 7-11)",Data Analyst,62105
Telephone System Analyst (Customer Service System Analyst),Internal Revenue Service,Department of the Treasury,"Seattle, Washington
                    Seattle, Washington","Starting at $63,526 Per Year (GS 9-11)",Data Analyst,63526
IT SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Scott AFB, Illinois
                    Scott AFB, Illinois","Starting at $63,736 Per Year (GS 9-11)",Data Analyst,63736
Operations Research Analyst,United States Army Futures Command,Department of the Army,"Fort Sill, Oklahoma
                    Fort Sill, Oklahoma","Starting at $82,830 Per Year (GS 12)",Data Analyst,82830
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Naval Business Center, Philadelphia, Pennsylvania
                    Naval Business Center, Philadelphia, Pennsylvania","Starting at $108,084 Per Year (GS 13)",Mechanical Engineer,108084
